domain_length,num_hyphens,entropy_domain,domain_age_days,expiration_days,is_suspicious_tld,Num_Digits,Contains_Brand_Keyword,Typosquat_Similarity,SSL_Cert_Age_Days
9,0,2.725480556997868,0,0,0,0,0,0.5,-1
9,0,2.725480556997868,5239,315,0,0,0,0.667,7
8,0,2.75,7381,0,0,0,0,0.5,22
6,0,2.2516291673878226,0,0,0,0,0,0.429,4
6,0,2.2516291673878226,9118,377,0,1,0,0.462,326
2,1,1.0,0,0,0,1,0,0.286,-1
12,3,3.084962500721156,6425,148,0,0,0,0.667,329
6,0,2.584962500721156,2969,317,0,0,0,0.429,36
6,3,1.918295834054489,10302,1019,0,0,1,1.0,22
9,2,2.94770277922009,10705,0,0,0,0,0.5,10
8,1,2.5,945,150,0,0,0,0.375,39
8,0,2.75,9244,251,0,0,0,0.5,22
3,1,1.584962500721156,7247,57,0,0,0,0.4,35
11,0,3.277613436819116,9033,1558,0,0,0,0.5,-1
9,2,2.94770277922009,3378,273,0,0,0,0.667,50
19,0,3.2608281712244547,2228,328,0,0,0,0.667,-1
10,0,3.121928094887362,152,212,0,4,0,0.4,-1
9,1,2.725480556997868,5219,259,0,0,0,0.5,33
13,1,3.180832987205441,0,0,0,0,0,0.5,-1
4,1,1.5,1954,967,0,0,0,0.5,19
5,10,1.9219280948873625,10216,374,0,0,0,0.462,128
19,0,3.2866294867861945,352,12,0,0,0,0.667,-1
3,0,1.584962500721156,0,581,0,0,0,0.444,8
7,0,2.5216406363433186,8300,128,0,0,0,0.714,306
6,1,2.2516291673878226,8299,832,0,0,0,0.429,43
13,1,3.180832987205441,5050,63,0,0,0,0.667,-1
9,0,2.725480556997868,0,0,0,0,0,0.5,309
13,0,3.0850551027564768,10084,506,0,0,0,0.625,44
12,5,3.2516291673878226,9429,67,0,0,0,0.667,-1
4,0,2.0,7293,376,0,0,0,0.571,140
9,4,2.94770277922009,0,0,1,0,0,0.667,72
5,0,2.321928094887362,7465,935,0,0,0,0.4,317
14,1,3.3787834934861767,3392,2816,0,0,0,0.667,29
5,0,1.521928094887362,6425,148,0,0,0,0.462,28
6,0,2.584962500721156,6917,2579,0,0,0,0.4,16
3,2,1.584962500721156,9922,303,0,1,0,0.364,7
11,1,3.459431618637298,4289,823,0,0,0,0.667,225
4,1,2.0,0,0,0,1,0,0.333,5
6,0,2.2516291673878226,9808,691,0,0,0,0.571,267
9,0,2.94770277922009,6657,1378,0,0,0,0.667,42
13,1,3.085055102756477,392,337,0,0,0,0.6,-1
3,1,1.584962500721156,5043,2261,0,0,0,0.25,74
17,0,3.2927701939369904,10162,236,0,0,0,0.6,83
9,0,3.169925001442312,6421,152,0,0,0,0.5,22
16,0,3.5,9031,830,0,0,0,0.667,59
9,0,2.725480556997868,253,111,0,0,0,0.429,-1
13,2,3.3927474104487847,0,0,1,0,0,0.667,-1
9,0,2.419381945646371,5007,105,0,0,0,0.6,369
7,0,2.5216406363433186,4448,299,0,0,0,0.4,-1
8,0,2.75,4570,177,0,0,0,0.4,-1
11,0,2.9139770731827523,0,0,1,2,0,0.375,-1
20,0,3.484183719779189,2755,166,0,0,0,0.667,20
7,1,1.950212064914747,2759,2491,0,0,0,0.4,55
4,0,1.5,8913,582,0,0,0,0.4,-1
10,0,2.646439344671016,0,0,0,0,0,0.5,81
14,0,3.235926350629033,6479,95,0,0,0,0.6,14
13,0,3.026986833359288,10130,96,0,0,0,0.625,56
9,0,2.725480556997868,0,0,0,0,0,0.5,24
8,3,2.4056390622295662,11274,47,0,0,0,0.6,83
16,2,3.0306390622295662,150,214,0,0,0,0.667,14
8,0,2.75,0,0,0,0,0,0.5,22
12,1,3.084962500721156,0,0,1,0,0,0.5,-1
12,2,3.084962500721156,1636,189,0,1,0,0.429,58
10,4,2.9219280948873623,3428,223,0,0,0,0.667,-1
6,0,2.2516291673878226,7178,126,0,0,0,0.333,24
7,3,2.5216406363433186,11105,581,0,0,0,0.6,14
4,0,1.5,9172,752,0,0,0,0.444,343
3,1,1.584962500721156,9727,134,0,1,0,0.25,47
18,0,3.281036112553424,2515,771,0,0,0,0.667,54
5,0,2.321928094887362,9358,137,0,0,0,0.545,22
8,2,2.75,10614,1437,0,0,0,0.375,57
30,4,3.6314018453921713,0,0,0,0,1,1.0,-1
11,0,2.913977073182752,4785,327,0,0,0,0.667,43
4,0,2.0,4207,175,0,0,0,0.4,40
27,1,3.986187965046304,145,220,0,15,0,0.5,-1
5,1,2.321928094887362,14271,702,0,0,0,0.462,330
5,9,1.9219280948873625,10482,80,0,0,0,0.4,160
15,0,3.373557262275185,10365,225,0,0,0,0.5,3
23,0,3.5342190211803413,0,0,0,0,0,0.667,-1
7,6,2.5216406363433186,0,0,0,0,0,0.471,0
13,1,3.238901256602631,9303,1653,0,0,0,0.625,6
6,0,2.584962500721156,39,326,0,0,0,0.429,-1
10,0,3.121928094887362,47,318,0,5,0,0.4,-1
3,0,1.584962500721156,9859,410,0,0,0,0.25,48
5,2,2.321928094887362,0,0,0,0,0,0.462,42
10,2,2.7219280948873625,265,98,0,0,0,0.6,-1
11,0,3.027169118440619,5022,91,0,0,0,0.667,7
10,0,2.721928094887362,7845,3476,0,0,0,0.6,47
12,1,3.0220552088742,10672,284,0,0,0,0.667,20
10,0,3.121928094887362,277,87,0,0,0,0.429,-1
5,0,2.321928094887362,6651,653,0,0,0,0.545,355
10,1,2.721928094887362,7798,1332,0,0,0,0.5,2
8,2,3.0,9610,251,0,0,0,0.429,-1
6,14,2.251629167387823,0,0,0,0,0,0.667,107
4,0,2.0,4207,175,0,0,0,0.4,40
4,0,2.0,3193,93,0,0,0,0.444,42
6,1,1.918295834054489,0,0,0,0,0,0.429,20
15,0,3.4565647621309536,4374,1834,0,0,0,0.6,-1
18,0,3.614369445886757,0,0,0,0,0,0.667,-1
4,1,2.0,2402,520,0,0,0,0.4,0
10,2,2.646439344671016,7414,1716,0,0,0,0.375,4
8,0,2.75,9244,251,0,0,0,0.5,22
12,2,3.418295834054489,56,308,0,3,0,0.4,45
11,0,2.845350936622437,9930,0,0,0,0,0.6,59
10,0,2.9219280948873623,0,0,0,3,0,0.5,-1
6,3,1.918295834054489,10302,1019,0,0,1,1.0,22
13,1,2.873140679513133,3481,1631,0,0,0,0.4,56
6,2,1.918295834054489,10302,1019,0,0,1,1.0,22
3,1,1.584962500721156,13140,615,0,0,0,0.222,56
8,0,2.75,0,0,0,0,0,0.5,-1
19,0,3.326360407952694,0,0,1,0,0,0.667,-1
7,0,2.5216406363433186,1473,352,0,0,0,0.4,297
8,1,2.75,5049,2621,0,0,0,0.5,-1
6,0,2.2516291673878226,5241,237,0,0,0,0.5,0
11,0,2.9139770731827523,583,146,0,0,0,0.5,-1
11,2,2.663532754804255,6036,172,0,0,0,0.5,42
7,0,2.521640636343318,4255,1953,0,0,0,0.533,27
4,0,1.5,2869,1513,0,0,0,0.545,161
3,0,1.584962500721156,0,0,0,0,0,0.333,317
6,8,2.584962500721156,9997,228,0,1,0,0.333,21
9,3,2.725480556997868,5076,37,0,0,0,0.667,54
5,5,2.321928094887362,11272,2675,0,0,0,0.5,0
6,1,2.584962500721156,1127,2525,0,0,0,0.5,52
4,0,2.0,4207,175,0,0,0,0.4,40
3,0,1.584962500721156,8509,256,0,0,0,0.5,11
15,0,3.3735572622751846,4456,2117,0,0,0,0.444,29
6,0,2.584962500721156,256,108,0,0,0,0.5,27
9,2,2.725480556997868,9770,91,0,0,0,0.6,0
15,12,3.240223928941852,3621,31,0,0,0,0.667,-1
10,0,2.5219280948873624,1774,51,0,0,0,0.571,-1
8,0,3.0,8881,2806,0,0,0,0.4,4
11,1,3.027169118440619,9974,616,0,0,0,0.667,13
5,1,2.321928094887362,4137,245,0,0,0,0.4,93
7,0,2.5216406363433186,0,0,0,0,0,0.429,-1
12,0,3.0220552088742005,4386,2553,0,0,0,0.4,68
17,1,3.616874605956223,5621,953,0,0,0,0.5,128
6,0,2.584962500721156,1190,270,0,0,0,0.429,-1
6,0,2.2516291673878226,7178,126,0,0,0,0.333,24
9,0,2.6416041678685933,0,0,0,0,0,0.667,-1
12,0,2.625814583693911,2363,193,0,0,0,0.6,197
15,2,3.3735572622751846,10130,95,0,0,0,0.5,12
11,0,3.095795255000934,0,0,0,0,0,0.667,-1
6,0,1.918295834054489,10302,1019,0,0,1,1.0,22
4,2,2.0,10167,59,0,0,0,0.333,298
20,0,3.146439344671016,177,187,0,0,0,0.667,-1
9,0,2.94770277922009,0,0,0,0,0,0.6,-1
11,0,3.0957952550009344,9696,165,0,0,0,0.6,229
4,0,2.0,0,0,0,0,0,0.5,74
5,0,2.321928094887362,4627,120,0,0,0,0.462,59
5,1,2.321928094887362,0,0,0,0,0,0.462,42
4,1,1.5,10566,24,0,0,0,0.333,6
3,1,1.584962500721156,0,0,0,0,0,0.4,43
14,1,3.039148671903071,10979,342,0,0,0,0.667,280
4,0,2.0,0,0,0,0,0,0.5,74
4,0,2.0,198,531,0,0,0,0.545,56
9,2,2.725480556997868,5839,369,0,0,0,0.5,20
6,1,2.584962500721156,4641,471,0,0,0,0.364,30
14,0,3.3787834934861767,0,0,1,0,0,0.5,-1
11,0,2.845350936622437,0,0,0,0,0,0.429,-1
4,0,2.0,0,0,0,0,0,0.5,74
11,1,3.2776134368191165,0,0,0,0,0,0.375,-1
7,0,2.5216406363433186,4606,1237,0,0,0,0.4,-1
4,3,2.0,10502,102,0,0,0,0.5,5
7,0,2.5216406363433186,4606,1237,0,0,0,0.4,64
6,1,2.584962500721156,4641,471,0,0,0,0.364,30
4,3,2.0,8950,3102,0,0,0,0.333,49
10,2,2.721928094887362,10503,453,0,0,0,0.462,139
12,0,3.418295834054489,4637,110,0,0,0,0.667,43
10,0,3.121928094887362,3642,375,0,0,0,0.667,32
15,0,3.3232314287976203,6345,958,0,0,0,0.6,262
7,0,2.807354922057604,6333,240,0,0,0,0.4,183
9,3,2.6416041678685933,4151,231,0,0,0,0.444,53
6,0,2.2516291673878226,0,0,0,0,0,0.429,4
11,0,2.845350936622437,0,0,0,0,0,0.667,-1
6,0,2.2516291673878226,7178,126,0,0,0,0.333,24
3,1,1.584962500721156,5043,2261,0,0,0,0.25,74
12,1,3.2516291673878226,0,0,1,0,0,0.5,-1
12,1,2.7516291673878226,9621,240,0,0,0,0.667,42
2,1,1.0,0,0,0,1,0,0.286,-1
9,0,2.725480556997868,5079,1860,0,0,0,0.667,36
4,0,0.8112781244591328,8635,250,0,0,0,0.333,53
7,10,2.807354922057604,9724,137,0,0,0,0.4,34
5,0,1.9219280948873625,3851,165,0,0,0,0.6,203
15,0,3.189898095464287,198,166,0,0,0,0.5,-1
10,3,2.721928094887362,10676,1740,0,0,0,0.667,206
6,1,2.2516291673878226,0,0,0,0,0,0.429,4
6,0,2.584962500721156,5716,127,0,0,0,0.333,-1
5,5,1.521928094887362,0,0,0,0,0,0.364,-1
13,0,3.085055102756477,0,0,0,0,0,0.667,-1
9,0,2.94770277922009,5212,266,0,0,0,0.667,-1
2,1,1.0,0,0,0,1,0,0.286,-1
9,0,2.94770277922009,2854,67,0,0,0,0.667,34
7,9,2.5216406363433186,4089,1389,0,0,0,0.667,49
17,10,3.8521687236032816,2752,1995,0,0,0,0.8,316
16,0,3.5,0,0,0,2,0,0.667,-1
10,0,3.121928094887362,0,0,0,0,0,0.375,-1
4,0,2.0,3193,93,0,0,0,0.444,42
7,0,2.807354922057604,10804,153,0,0,0,0.667,58
8,1,3.0,8476,289,0,0,0,0.5,7
6,0,2.584962500721156,8123,277,0,2,0,0.333,92
4,0,2.0,0,0,0,0,0,0.5,74
6,4,1.918295834054489,10302,1019,0,0,1,1.0,22
13,0,2.661226256269789,0,0,0,10,0,0.0,-1
3,2,1.584962500721156,0,0,0,0,0,0.4,223
7,0,2.5216406363433186,4581,897,0,0,0,0.4,33
7,1,2.5216406363433186,0,0,0,0,0,0.4,55
9,2,2.94770277922009,2491,65,0,0,0,0.667,48
4,0,1.5,7910,489,0,0,0,0.4,5
3,0,0.9182958340544896,2300,256,0,1,0,0.364,37
20,1,4.021928094887362,183,182,0,8,0,0.5,-1
5,1,2.321928094887362,0,0,0,0,0,0.462,42
23,2,3.74095326040484,63,301,0,0,0,0.6,-1
6,2,2.584962500721156,9059,325,0,0,0,0.667,76
9,1,2.94770277922009,5807,36,0,0,0,0.667,68
11,7,2.913977073182752,9504,0,0,0,0,0.833,133
6,0,2.2516291673878226,7178,126,0,0,0,0.333,24
8,2,2.75,0,0,0,0,0,0.333,-1
4,0,1.5,0,0,0,0,0,0.4,350
7,0,2.807354922057604,0,0,1,0,0,0.4,-1
8,1,2.75,0,0,0,2,0,0.667,-1
11,0,3.0957952550009344,9696,165,0,0,0,0.6,229
5,0,2.321928094887362,0,0,0,0,0,0.462,42
5,0,1.9219280948873625,7947,0,0,0,0,0.667,-1
8,0,2.75,9244,251,0,0,0,0.5,22
11,20,3.027169118440619,9762,99,0,0,0,0.6,266
8,12,2.5,0,0,0,0,0,0.5,39
4,0,2.0,0,0,0,0,0,0.5,74
5,4,2.321928094887362,3242,44,0,0,0,0.308,6
13,1,3.238901256602631,5642,201,0,0,0,0.714,55
12,0,3.0220552088742,0,0,0,0,0,0.6,-1
19,0,4.247927513443583,0,0,0,6,0,0.4,-1
6,2,2.584962500721156,10795,162,0,0,0,0.333,1
12,0,3.0220552088742005,0,0,0,0,0,0.667,13
8,0,2.75,0,0,1,0,0,0.667,-1
14,2,2.4677201004745,0,0,0,11,0,0.0,-1
6,0,2.584962500721156,0,0,0,0,0,0.333,29
11,0,3.027169118440619,1705,120,0,0,0,0.667,-1
25,5,3.433269689515108,3677,2532,0,0,0,0.667,10
7,0,2.807354922057604,865,230,0,0,0,0.571,13
10,1,2.846439344671015,4721,26,0,0,0,0.429,26
11,2,2.913977073182752,4785,327,0,0,0,0.667,43
8,0,2.75,9753,108,0,0,0,0.667,28
8,0,2.75,0,0,0,0,0,0.667,-1
10,9,2.9219280948873623,10692,263,0,0,0,0.429,24
23,1,3.468576629687865,0,0,0,0,0,0.667,-1
2,1,1.0,12083,3255,0,0,0,0.364,52
13,4,2.7192945256669794,2796,125,0,0,0,0.667,-1
6,1,1.918295834054489,10302,1019,0,0,1,1.0,22
6,2,1.918295834054489,10302,1019,0,0,1,1.0,22
7,0,2.807354922057604,0,0,0,0,0,0.4,198
6,1,2.2516291673878226,0,0,0,0,0,0.429,4
2,0,1.0,10519,98,0,0,0,0.25,33
6,0,1.9182958340544896,3264,2944,0,0,0,0.4,53
4,1,2.0,0,0,0,1,0,0.444,-1
6,1,2.584962500721156,5444,1859,0,0,0,0.4,211
7,1,2.235926350629033,960,135,0,0,0,0.667,2
17,0,2.939829017466402,3498,152,0,0,0,0.6,18
3,0,1.584962500721156,3389,266,0,0,0,0.5,57
2,1,1.0,0,0,0,1,0,0.286,-1
9,0,3.169925001442312,251,113,0,3,0,0.375,79
10,1,3.121928094887362,1138,322,0,0,0,0.6,11
5,0,1.9219280948873625,5692,151,0,0,0,0.4,11
7,0,2.807354922057604,0,0,0,0,0,0.667,39
8,2,3.0,9168,1423,0,0,0,0.6,114
6,0,2.584962500721156,0,0,1,0,0,0.333,-1
14,0,3.039148671903071,1606,1315,0,0,0,0.5,-1
6,0,2.2516291673878226,7858,176,0,0,0,0.333,-1
9,0,2.419381945646371,2781,505,0,0,0,0.5,15
11,0,2.9139770731827523,4685,62,0,0,0,0.6,23
13,1,2.7192945256669794,0,0,0,10,0,0.0,-1
3,0,1.584962500721156,6397,2368,0,0,0,0.364,37
8,3,2.75,3686,1426,0,0,0,0.667,-1
6,0,2.2516291673878226,0,0,0,1,0,0.4,-1
7,5,2.5216406363433186,0,0,0,0,0,0.471,0
13,0,2.449311833026446,0,0,0,10,0,0.0,-1
4,1,2.0,0,0,0,0,0,0.4,245
8,3,2.75,7381,0,0,0,0,0.5,22
5,0,2.321928094887362,11720,2888,0,0,0,0.462,65
8,2,2.75,5691,152,0,0,0,0.5,54
4,1,1.5,11025,1027,0,0,0,0.6,31
11,5,3.095795255000934,3249,3324,0,0,0,0.5,7
6,0,2.584962500721156,153,211,0,0,0,0.5,-1
6,1,2.584962500721156,0,0,0,0,0,0.462,41
6,0,2.584962500721156,44,321,0,0,0,0.429,-1
5,0,1.9219280948873625,2941,710,0,0,0,0.4,49
8,0,2.0,0,0,1,0,0,0.6,-1
7,0,2.807354922057604,6882,422,0,2,0,0.4,60
13,2,2.661226256269789,0,0,0,10,0,0.0,-1
6,2,2.2516291673878226,10519,73,0,0,0,0.4,48
9,2,2.5032583347756456,10231,344,0,0,0,0.6,13
4,0,1.5,2869,1513,0,0,0,0.545,161
6,2,1.918295834054489,10302,1019,0,0,1,1.0,22
14,0,3.235926350629033,4603,144,0,0,0,0.667,10
6,1,2.2516291673878226,3265,386,0,0,0,0.533,295
9,0,2.6416041678685933,2437,1215,0,0,0,0.5,41
15,0,3.189898095464287,1613,212,0,0,0,0.667,-1
3,1,1.584962500721156,10937,384,0,0,0,0.4,301
11,1,3.277613436819116,6655,284,0,0,0,0.6,52
6,2,2.584962500721156,6335,603,0,0,0,0.375,-1
7,6,2.5216406363433186,0,0,0,0,0,0.471,0
3,0,1.584962500721156,0,0,0,0,0,0.364,-1
11,0,3.0957952550009344,0,0,0,0,0,0.571,14
4,0,1.5,10151,440,0,0,0,0.4,293
6,0,2.2516291673878226,169,195,0,0,0,0.333,-1
14,1,2.610577243331642,9859,366,0,0,0,0.6,22
12,5,2.9182958340544896,5701,873,0,0,0,0.667,59
12,0,3.0220552088742005,1253,207,0,0,0,0.4,239
7,0,2.807354922057604,3531,485,0,0,0,0.667,104
7,3,2.5216406363433186,4581,897,0,0,0,0.4,33
5,0,1.9219280948873625,12508,250,0,0,0,0.4,26
15,0,3.189898095464287,9416,80,0,0,0,0.667,-1
8,0,2.75,383,346,0,0,0,0.667,-1
10,1,2.9219280948873623,8705,425,0,0,0,0.429,49
11,1,3.0957952550009344,332,32,0,0,0,0.429,-1
5,0,2.321928094887362,0,0,1,0,0,0.6,22
9,0,2.197159723424149,11825,591,0,0,0,0.667,29
18,0,3.725480556997868,54,311,0,0,0,0.6,-1
